step time temp press pe ke etotal
13600 13.599999999999999645 291.15620355296903199 3542.8718109355154411 -7426.4526011794432634 64.995460364541173703 -7361.4571408149022318
13700 13.700000000000001066 295.06185233712653826 3546.4733707756386138 -7427.499553389349785 65.867327210072232901 -7361.6322261792774952
13800 13.800000000000000711 298.20280948299841839 3542.9399165249155885 -7427.7533755098847905 66.568490205021433326 -7361.1848853048632009
13900 13.900000000000000355 292.03721154014397143 3547.8558407694890775 -7425.8852403178634631 65.19212977777198148 -7360.6931105400917659
14000 14 296.26388731058011672 3491.140794425488366 -7424.5912590209345581 66.135660206314511811 -7358.4555988146203163
14100 14.099999999999999645 305.62734336650777323 3529.0656130064708123 -7426.8285493368657626 68.225885760610324837 -7358.6026635762555088
14200 14.200000000000001066 298.5335706808018017 3563.9875097283165815 -7425.2405559584012735 66.64232677817226147 -7358.5982291802292821
14300 14.300000000000000711 299.33630042833169682 3632.8791235773728658 -7424.9665249101017253 66.821521962243025428 -7358.1450029478583019
14400 14.400000000000000355 310.68249054340179782 3678.6088500502351053 -7426.0183220757753588 69.354357742190359204 -7356.6639643335847722
14500 14.5 307.63681489758005227 3662.3889495266757876 -7425.2619746859309089 68.674464652825889743 -7356.5875100331049907
14600 14.599999999999999645 301.00202256727453687 3627.7422317722885055 -7424.4972851413485841 67.193364897199771235 -7357.303920244148685
14700 14.700000000000001066 300.83516988009358784 3573.1772277157979261 -7425.398886223181762 67.156117993015513434 -7358.2427682301658933
14800 14.800000000000000711 301.13070736206481115 3612.0359588472938412 -7425.2226673992172437 67.222091496108689057 -7358.0005759031082562
14900 14.900000000000000355 302.84900742284230546 3628.4878946347926103 -7425.7506482638191301 67.605671519930282898 -7358.1449767438889467
15000 15 299.28204694447197198 3643.3856673976374623 -7425.0328787254511553 66.809410833863097423 -7358.2234678915883705
15100 15.099999999999999645 296.9180726168651745 3638.3044964208052079 -7424.9560466258599263 66.281695477508662862 -7358.6743511483509792
15200 15.200000000000001066 293.79143919832193887 3624.1674831374489258 -7424.2573311211335749 65.583730000731833343 -7358.6736011204020542
15300 15.300000000000000711 296.56099812859946496 3500.3562786264410533 -7425.7483597552718493 66.201984928785833517 -7359.5463748264855894
15400 15.400000000000000355 297.48305636957417164 3516.9809750627082394 -7426.8253705336237545 66.407818083373470586 -7360.417552450250696
15500 15.5 294.80084001782267933 3606.1454498942957798 -7424.947278017919416 65.809060837427750812 -7359.1382171804916652
15600 15.599999999999999645 291.97515118422762725 3507.241819992822002 -7426.1401344088653786 65.178275903618015263 -7360.9618585052476192
15700 15.700000000000001066 298.75097849070670009 3488.0218889234511153 -7427.4848784261230321 66.69085921718328791 -7360.7940192089399716
15800 15.800000000000000711 298.98499537974811346 3523.4214268695750434 -7427.1176866070891265 66.743099338639467533 -7360.3745872684494316
15900 15.900000000000000355 285.58415379037387538 3511.1268390112468296 -7424.9987499596199996 63.751599045171694513 -7361.2471509144479569
16000 16 291.95707331288411979 3435.3530087895837823 -7426.169339576749735 65.174240339353730178 -7360.9950992373960617
16100 16.100000000000001421 296.01422052223313131 3481.5083772949478771 -7426.0235095873176761 66.079926522304589298 -7359.9435830650127173
16200 16.199999999999999289 308.40922090796129851 3591.1309374875258982 -7427.5817851319779948 68.84689060020549789 -7358.7348945317726248
16300 16.300000000000000711 299.18500263347516466 3549.4187321047993464 -7425.800633120461498 66.787747411988419799 -7359.0128857084728224
16400 16.399999999999998579 299.8114704477920327 3524.160185202903449 -7428.1142064516443497 66.927595244520290407 -7361.1866112071238604
16500 16.5 301.86959846571721755 3533.7128257092372223 -7428.1493800666021343 67.387035834766464859 -7360.7623442318354137
16600 16.600000000000001421 293.91241089545650311 3624.3895424671218279 -7425.6403358081452097 65.610734787339140439 -7360.0296010208057851
16700 16.699999999999999289 303.24771496519161929 3608.5949159010151561 -7428.5871296394825549 67.694675909840498207 -7360.8924537296425115
16800 16.800000000000000711 301.758066359547513 3562.4441085443254451 -7427.0401423827706822 67.362138269482031205 -7359.6780041132888073
16900 16.899999999999998579 301.8488778727216868 3620.4956326935948709 -7425.8691057426231055 67.382410329747727928 -7358.4866954128756333
17000 17 301.0385564948998649 3723.9094135990585528 -7425.4951097964512883 67.201520448810740049 -7358.2935893476405909
17100 17.100000000000001421 294.61827357817736583 3647.5410548465556531 -7423.6978062775460785 65.768306116604151157 -7357.9295001609416431
17200 17.199999999999999289 305.35410173367102971 3589.4462769287715673 -7425.6511932200046431 68.164889410540283166 -7357.4863038094645162
17300 17.300000000000000711 310.50335561788023142 3636.0249522167887335 -7427.2344764311656036 69.314369046055560375 -7357.9201073851099864
17400 17.400000000000002132 306.25708907633929812 3651.6290906173035182 -7425.641089380651465 68.366465325200124425 -7357.274624055451568
17500 17.5 302.91104865150214209 3614.6715180601445354 -7424.52415431855934 67.619521124263357592 -7356.9046331942963661
17600 17.600000000000001421 304.15824744662251078 3633.7642421282757823 -7424.4199218231451596 67.897936142956922367 -7356.5219856801886635
17700 17.699999999999999289 300.83166843054226547 3657.4634186359735395 -7423.3692489405857486 67.155336356482436599 -7356.2139125841031273
17800 17.800000000000000711 298.97399403545784935 3689.9456363859926569 -7422.5420281254046131 66.740643483575922801 -7355.8013846418289177
17900 17.900000000000002132 312.83458094868581156 3738.4562741704107793 -7426.1864442379101092 69.834773769500245066 -7356.3516704684097931
18000 18 297.5245468819296093 3669.4559988156611325 -7422.9942730357497567 66.417080104647254757 -7356.5771929311022177
18100 18.100000000000001421 301.7300052209255341 3728.0150407721303054 -7423.5085194811517795 67.355874117797014833 -7356.1526453633550773
18200 18.199999999999999289 307.09540535156617125 3626.850474878723162 -7425.6926825699310939 68.55360457064486468 -7357.1390779992862008
18300 18.300000000000000711 301.69043660750145364 3659.6446667749814878 -7424.7585646320449086 67.3470411263851787 -7357.4115235056597157
18400 18.400000000000002132 310.88711066062558075 3732.0826945462868025 -7426.5345703777247763 69.400035555530806164 -7357.1345348221939275
18500 18.5 307.52359785322408925 3756.4090773866828386 -7425.2980604676586154 68.649190954964637967 -7356.6488695126936364
18600 18.600000000000001421 307.44393525383173937 3681.1930459271111431 -7425.8210919250213919 68.631407692035125478 -7357.1896842329861101
18700 18.699999999999999289 304.28632312948411709 3635.8762450860103854 -7424.6960664265361629 67.926526768427066827 -7356.7695396581093519
18800 18.800000000000000711 300.96901938347411942 3648.4516886773585611 -7423.593362230857565 67.185997521549069234 -7356.40736470930824
18900 18.900000000000002132 317.76471654298711655 3641.4567173014420405 -7427.5931608049013448 70.935339131669934432 -7356.6578216732314104
19000 19 300.3446472800559377 3644.6805119514297076 -7424.3699134476901236 67.046617519319241296 -7357.3232959283704986
19100 19.100000000000001421 298.29447491163284667 3636.7468205308882716 -7423.1246348756731095 66.588952886774066542 -7356.5356819888993414
19200 19.199999999999999289 303.40836439706032479 3561.1728594422402239 -7424.868676817080086 67.730538047257439871 -7357.1381387698229446
19300 19.300000000000000711 303.75742417626679526 3662.1895859533119619 -7425.8201173693605597 67.808459454280253453 -7358.0116579150799225
19400 19.400000000000002132 298.35396568780731741 3606.6852112400847545 -7425.9809677698449377 66.602233147808235003 -7359.3787346220369727
19500 19.5 306.69799385472254016 3636.1264894538439876 -7427.6726164568244712 68.464889499915429383 -7359.2077269569090276
19600 19.600000000000001421 302.8359139833561926 3595.6415087897744343 -7426.7659091067316695 67.602748641706256194 -7359.1631604650256122
19700 19.699999999999999289 307.74738841060963068 3665.3280210654233997 -7427.6574503045449092 68.699148229187244397 -7358.9583020753580058
19800 19.800000000000000711 297.52892031991711974 3688.246339850948516 -7424.7171205369122617 66.41805639713872722 -7358.2990641397736908
19900 19.900000000000002132 301.95205757876232155 3642.9704164506110828 -7425.2761774329746913 67.405443369787931829 -7357.870734063186319
20000 20 315.16080689835257544 3726.1655897371115316 -7427.4754546408630631 70.354062469742643771 -7357.121392171120533
20100 20.100000000000001421 303.81199679657805746 3643.8814867316382333 -7425.6294586815283765 67.820641824214831672 -7357.8088168573131043
20200 20.199999999999999289 295.91882472525111325 3584.8549012224625585 -7424.7194723109614642 66.058631101956251541 -7358.6608412090054117
20300 20.300000000000000711 300.70105913025378186 3620.0675374187435409 -7424.0848528669703228 67.12618014584171533 -7356.9586727211290054
20400 20.400000000000002132 308.22792689340434436 3622.2860258945870555 -7426.5902277459435936 68.806419925723290021 -7357.7838078202203178
20500 20.5 299.48747470462029696 3643.2848657976419418 -7424.7846609049602193 66.855268939167274311 -7357.9293919657930019
20600 20.600000000000001421 298.68186934714094605 3664.5457225618797565 -7424.7590044606740776 66.675431826158671811 -7358.0835726345158037
20700 20.699999999999999289 296.10420320665048166 3599.9510959557846945 -7423.9176799828383082 66.100013561245120286 -7357.8176664215934579
20800 20.800000000000000711 305.48893416563009851 3657.9043484545554747 -7426.4923001624456447 68.194988360452072129 -7358.297311801993601
20900 20.900000000000002132 302.19211399347170754 3606.7824894062987369 -7425.4761662266655549 67.459031708271183447 -7358.017134518394414
21000 21 301.84469652601831058 3654.4235223716977998 -7424.4040319088062461 67.381476918229736839 -7357.0225549905762819
21100 21.100000000000001421 298.45869337198621452 3556.0195486848833752 -7424.5242863907278661 66.625611746522793055 -7357.8986746442051299
21200 21.199999999999999289 301.74360255347573911 3629.8182429400972069 -7425.1701163369934875 67.358909481213785853 -7357.8112068557793464
21300 21.300000000000000711 298.68937337601965964 3601.8940167343516805 -7425.9383598200420238 66.677106967562522755 -7359.2612528524796289
21400 21.400000000000002132 299.80583922526585638 3598.8381049344689018 -7426.9801960876402518 66.92633817393056006 -7360.0538579137100896
21500 21.5 298.1997914185629952 3598.0907228083497102 -7426.1143358552608333 66.567816475645258834 -7359.5465193796153471
21600 21.600000000000001421 303.26525117663061337 3609.4171737090018723 -7427.043849787889485 67.698590558134512207 -7359.3452592297553565
21700 21.699999999999999289 297.08303321841361821 3562.0725263910085232 -7425.8250542666701222 66.31852000712133588 -7359.506534259548971
21800 21.800000000000000711 290.95242467216826299 3554.9602953562916809 -7425.9568499655506457 64.94997034231738553 -7361.0068796232335444
21900 21.900000000000002132 293.30568550080425894 3492.9814556656815512 -7426.507943007848553 65.475294099972487061 -7361.0326489078761369
22000 22 293.09492087501683955 3456.2241774969388644 -7426.4475908709209762 65.4282446340347974 -7361.0193462368861219
22100 22.100000000000001421 308.74274476957765501 3577.4588747165175846 -7428.4560594018503252 68.921343889071692956 -7359.5347155127783481
22200 22.199999999999999289 298.59750850976939773 3527.4237824214969805 -7425.9012427245161234 66.656599764898103899 -7359.2446429596184316
22300 22.300000000000000711 293.70329504173997748 3604.061682691517035 -7424.6366648422681465 65.564053380534232929 -7359.0726114617336862
22400 22.400000000000002132 298.16428310882372443 3595.2083016167916867 -7425.3626304613653701 66.559889875043566576 -7358.8027405863222157
22500 22.5 303.36235610942213725 3557.8963315400324063 -7426.6259218831219187 67.720267512750055516 -7358.9056543703718489
22600 22.600000000000001421 296.48063512653885709 3550.6747546306237382 -7425.7811637465765671 66.184045313378476294 -7359.597118433198375
22700 22.699999999999999289 298.4845695418173932 3559.8722966104614898 -7425.5563183894873873 66.631388142663851681 -7358.9249302468233509
22800 22.800000000000000711 299.98475174959497735 3498.8482043556296048 -7426.4631177044466313 66.966277222942238723 -7359.4968404815044778
